id,text,class
29168407,"Following loco-regional treatment for early breast cancer accurate prognostication is essential for communicating benefits of systemic treatment. The aim of this study was to determine time to recurrence and long-term mortality rates in high risk patients according to patient characteristics and subtypes as assigned by immunohistochemistry panels. In November 1977 through January 1983, 2862 patients with tumors larger than 5?cm or positive axillary nodes were included in the DBCG 77 trials. Archival tumor tissue from patients randomly assigned to no systemic treatment was analyzed for ER, PR, Ki67, EGFR and HER2. Intrinsic subtypes were defined as follows: Luminal A, ER or PR >0%, HER2-negative, PR >10% and Ki67?<?14%; Luminal B, ER or PR >0%, (PR ??10% or HER2-positive or Ki67????14%); HER2E, ER 0%, PR 0%, HER2 positive; Core basal, ER 0%, PR 0%, HER2 negative and ",breast_neoplasms
29166345,"Staged subpectoral expander-implant breast reconstruction is widely performed. Disruption of the pectoralis major origin and the frequent occurrence of animation deformity and functional discomfort associated with subpectoral reconstruction remain ongoing concerns. Prepectoral single-stage direct-to-implant reconstruction resolves many of these issues. In this study, the authors explored the rationale for prepectoral single-stage implant-based breast reconstruction with anterior AlloDerm coverage as an alternative to the staged approach. Seventy-three breasts in 50 patients were reconstructed using a single-stage direct-to-implant prepectoral approach with total anterior AlloDerm coverage during a 24-month period. The decision to proceed with single-stage reconstruction was predicated upon the adequacy of mastectomy skin flap blood flow based on indocyanine green fluorescence perfusion assessment. The patients were followed up for a maximum of 32 months. Ninety-seven percent of patients achieved complete healing within 8 weeks. There were 2 implant losses (2.7%) due to infection. Major seroma rate requiring repeated aspiration and drain insertion was 1.2%. There were no full-thickness skin losses. Capsular contracture was 0% in nonradiated patients. There were no cases of animation deformity. The authors were unable to establish significant correlation between complications and any of the usually stated risk factors, such as smoking, obesity, and large mastectomy weights, presumably due to the rigorous application of intraoperative skin perfusion assessment. Single-stage direct-to-implant reconstruction using a prepectoral approach appears to be a safe and effective means of breast reconstruction in many patients, assuming adequate skin perfusion is present.",breast_neoplasms
29165285,"To determine whether nodal radiation therapy (RT) for breast cancer using modest hypofractionation (HF) with 2.25 to 2.5?Gy per fraction (fx) was associated with increased patient-reported arm symptoms, compared with conventional fractionation (CF) ??2?Gy/fx. 2 analysis, and multivariate ordinal regression. Of 1759 patients, 800 (45.5%) returned a completed survey. A total of 708?eligible cases formed the study cohort. Of these, 406 (57%) received HFRT (40?Gy/16 fx, 45?Gy/20 fx), and 302 (43%) received CFRT (45-50?Gy/25 fx, 50.4?Gy/28 fx). Median time interval after RT was 5.7?years. Forty-three percent and 75% of patients received breast-conserving surgery and chemotherapy, respectively. Twenty-two percent received breast boost RT, independent of fract",breast_neoplasms
29164974,"In breast cancer (BC) patients a cancer predisposing BRCA1/2 mutation is associated with adverse tumor characteristics, risk assessment and treatment allocation. We aimed to estimate overall- (OS) and disease-free survival (DFS) according to tumor characteristics and treatment among women who within two years of definitive surgery for primary BC were shown to carry a mutation in BRCA1/2 . From the clinical database of the Danish Breast Cancer Group we included 141 BRCA1 and 96 BRCA2 BC patients. Estrogen receptor and HER2 status were centrally reviewed on paraffin-embedded tumor tissue. Information on risk reducing surgery was obtained from the Danish Pathology and Patient Registries and included as time-dependent variables in Cox proportional hazard models. Ten-year OS and DFS for BRCA1 BC patients were 78% (95% CI?69-85) and 74% (95% CI 64-81). Ten-year OS and DFS for BRCA2 BC were 88% (95% CI?78-94) and 84% (95% CI?74-91). BRCA1 BC patients as compared to BRCA2 BC patients had a higher risk of BC relapse or non-breast cancer within ten years of follow-up, independent of ER status (adjusted HR 2.78 95% CI 1.28-6.05, p?=?.01), but BRCA mutation was not associated with OS (adjusted HR 1.98, 95% CI 0.87-4.52, p?=?.10). In multivariate analysis, including both BRCA1 and BRCA2 carriers, no chemotherapy was associated with a higher risk of death (adjusted OS HR 3.58, 95% CI 1.29-9.97, p?=?.01) and risk reducing contralateral mastectomy (RRCM) was associated with a significantly reduced risk of death (adjusted OS HR 0.42, 95% CI =0.21-0.84, p?=?.01). Difference in OS between BRCA1 and BRCA2 BC patients could be ascribed to tumor-biology. BRCA1 BC patients may have a shorter ten-year DFS than BRCA2 BC patients. Chemotherapy and risk reducing contralateral mastectomy reduce mortality for both BRCA1 and BRCA2 BC patients.",breast_neoplasms
29164968,"Transcriptome analysis enables classification of breast tumors into molecular subtypes. BRCA1/2 predisposed patients are more likely to suffer from a basal-like subtype and this group of patients displays a more distinct phenotype and genotype. Hence, in-depth characterization of this separate entity is needed. Molecular subtyping was performed on a consecutive and unselected series of 1560 tumors from patients with primary breast cancer. Tumors were classified by the 256 gene expression signature (CIT) and associated with basic clinical characteristics and aggregated expression levels in the hallmark gene sets. Of the 1560 samples, 168 were classified basal-like and 120 patients were screened for BRCA1/2 mutations, resulting in 19 BRCA1/2 carriers, 95 non-carriers and six patients carried variants of unknown significance. The BRCA1/2 carriers were significantly younger and there were no carriers above 60 years of age. The tumors showed a loss in DNA-repair profile, as well as an upregulation in proliferative cancer signaling pathways. A robust molecular signature for identification of the BRCA1/2 - carriers was infeasible in the current cohort. Patients with a basal like breast cancer had the lowest median age and the largest median tumor size. They were almost exclusively diagnosed in disease stage III. Basal-like subtype is indeed a separate entity compared with other molecular breast cancer subtypes and the clinical course for this patient group should reflect the aggressiveness of this cancer. Taken together, patients being diagnosed with a basal-like breast cancer are in the youngest segment of breast cancer patients and are mainly diagnosed in stage III disease.",breast_neoplasms
29162146,"Plausible biological reasons exist regarding why smoking could affect breast cancer risk, but epidemiological evidence is inconsistent. We used serial questionnaire information from the Generations Study cohort (United Kingdom) to estimate HRs for breast cancer in relation to smoking adjusted for potentially confounding factors, including alcohol intake. Among 102,927 women recruited 2003-2013, with an average of 7.7?years of follow-up, 1815 developed invasive breast cancer. The HR (reference group was never smokers) was 1.14 (95% CI 1.03-1.25; P?=?0.010) for ever smokers, 1.24 (95% CI 1.08-1.43; P?=?0.002) for starting smoking at ages?<?17?years, and 1.23 (1.07-1.41; P?=?0.004) for starting smoking 1-4 years after menarche. Breast cancer risk was not statistically associated with interval from initiation of smoking to first birth (P-trend?=?0.97). Women with a family history of breast cancer (ever smoker vs never smoker HR 1.35; 95% CI 1.12-1.62; P?=?0.002) had a significantly larger HR in relation to ever smokers (P for interaction?=?0.039) than women without (ever smoker vs never smoker HR 1.07; 95% CI 0.96-1.20; P?=?0.22). The interaction was prominent for age at starting smoking (P?=?0.003) and starting smoking relative to age at menarche (P?=?0.0001). Smoking was associated with a modest but significantly increased risk of breast cancer, particularly among women who started smoking at adolescent or peri-menarcheal ages. The relative risk of breast cancer associated with smoking was greater for women with a family history of the disease.",breast_neoplasms
29161300,"Germline pathogenic variants in BRCA1 and BRCA2 (BRCA) are the main cause of Hereditary Breast and Ovarian Cancer syndrome (HBOC). In this study we evaluated the mutational profile and prevalence of BRCA pathogenic/likely pathogenic variants among probands fulfilling the NCCN HBOC testing criteria. We characterized the clinical profile of these individuals and explored the performance of international testing criteria. A pathogenic/likely pathogenic variant was detected in 19.1% of 418 probands, including seven novel frameshift variants. Variants of uncertain significance were found in 5.7% of individuals. We evaluated 50 testing criteria and mutation probability algorithms. There was a significant odds-ratio (OR) for mutation prediction (p ?? 0.05) for 25 criteria; 14 of these had p ?? 0.001. Using a cutoff point of four criteria, the sensitivity is 83.8%, and the specificity is 53.5% for being a carrier. The prevalence of pathogenic/likely pathogenic variants for each criterion ranged from 22.1% to 55.6%, and criteria with the highest ORs were those related to triple-negative breast cancer or ovarian cancer. This is the largest study of comprehensive BRCA testing among Brazilians to date, and the first to analyze clinical criteria for genetic testing. Several criteria that are not included in the NCCN achieved a higher predictive v",breast_neoplasms
29158836,"Multifunctional nanoparticles have been reported for cancer detection and treatment currently. However, the accurate diagnosis and efficient treatment for tumors are still not satisfied. Here we report on the development of targeted phase change multimodal polymeric nanoparticles for the imaging and treatment of HER2-positive breast cancer. in vivo using a SKBR3 breast xenograft model in nude mice. Tissue histopathology and immunofluorescence were also conducted. in vivo systematical studies validated that the hybrid nanoparticles can be used as a superb MR/US/PA/NIRF contrast agent to simultaneously diagnose and guide tumor photothermal therapy (PTT). When irradiated by a near infrared laser, the liquid PFP vaporizes to a gas, rapidly expelling the contents and damaging surrounding tissues. The resulting micro-sized bubbles provide treatment validation through ultrasound imaging. Localization of DIR and SPIO in the tumor region facilitate photothermal therapy for targeted tumor destruction. The mice treated with HER2 targeted nanoparticles had a nearly complete response to treatment, while the controls showed continued tumor growth. This novel theranostic agent may provide better diagnostic imaging and therapeutic potential than current methods for treating HER2-positive breast cancer.",breast_neoplasms
29157215,"Nowadays, many public repositories containing large microarray gene expression datasets are available. However, the problem lies in the fact that microarray technology are less powerful and accurate than more recent Next Generation Sequencing technologies, such as RNA-Seq. In any case, information from microarrays is truthful and robust, thus it can be exploited through the integration of microarray data with RNA-Seq data. Additionally, information extraction and acquisition of large number of samples in RNA-Seq still entails very high costs in terms of time and computational resources.This paper proposes a new model to find the gene signature of breast cancer cell lines through the integration of heterogeneous data from different breast cancer datasets, obtained from microarray and RNA-Seq technologies. Consequently, data integration is expected to provide a more robust statistical significance to the results obtained. Finally, a classification method is proposed in order to test the robustness of the Differentially Expressed Genes when unseen data is presented for diagnosis. The proposed data integration allows analyzing gene expression samples coming from different technologies. The most significant genes of the whole integrated data were obtained through the intersection of the three gene sets, corresponding to the identified expressed genes within the microarray data itself, within the RNA-Seq data itself, and within the integrated data from both technologies. This intersection reveals 98 possible technology-independent biomarkers. Two different heterogeneous datasets were distinguished for the classification tasks: a training dataset for gene expression identification and classifier validation, and a test dataset with unseen data for testing the classifier. Both of them achieved great classification accuracies, therefore confirming the validity of the obtained set of genes as possible biomarkers for breast cancer. Through a feature selection process, a final small subset made up by six genes was considered for breast cancer diagnosis. This work proposes a novel data integration stage in the traditional gene expression analysis pipeline through the combination of heterogeneous data from microarrays and RNA-Seq technologies. Available samples have been successfully classified using a subset of six genes obtained by a feature selection method. Consequently, a new classification and diagnosis tool was built and its performance was validated using previously unseen samples.",breast_neoplasms
29154112,"High intakes of the phytoestrogen lignans and high blood concentrations of its main biomarker, enterolactone, has been associated with a better breast cancer prognosis. We investigated the association between pre-diagnostic plasma concentrations of enterolactone and breast cancer prognosis (i.e. recurrence, breast cancer-specific mortality and all-cause mortality). Plasma and data was available from the Danish Diet, Cancer and Health cohort. Information on treatment and clinical characteristics from registries and clinical databases and both pre-diagnostic and diagnostic plasma measurement of enterolactone on a sub-set. Enterolactone was quantified in plasma using a high-throughput LC-MS/MS method. We followed 1457 breast cancer cases from date of diagnosis and until censoring or end-of-follow-up (median 9 years), during this time 404 died (250 of breast cancer) and 267 experienced recurrence. Cox proportional hazards models were used to estimate hazard ratios (HR) with 95% confidence intervals (CI). doubling?=?0.96, 95% CI: 0.89, 1.04) in the models adjusted for smoking, schooling, BMI, physical activity and use of menopausal hormones. Adjusting further for clinical characteristics and treatment did not change the results considerably. In the sensitivity analyses, an inverse association was found with all-cause and breast cancer-specific mortality for those where blood was collected ??5 years before diagnosis. Overall, no clear association was found between pre-diagnostic plasma concentrations of enterolactone and breast cancer prognosis.",breast_neoplasms
29149882,"This study evaluated the cost-effectiveness of replacing standard intravenous therapy (taxane) with oral S-1 therapy for first-line metastatic breast cancer treatment. This cost-effectiveness analysis was based on data from a randomized phase III trial (SELECT BC). As cost-effectiveness was a secondary endpoint of the SELECT BC trial, some of the randomized patients participated in an EQ-5D survey (N?=?391) and health economic survey (N?=?146). The EQ-5D responses, claims, and prescription data were collected for as long as possible until death. The expected quality-adjusted life years (QALY) obtained from each treatment were calculated using patient-level EQ-5D data, and the expected cost was calculated using patient-level claim data. The analysis was performed from the perspective of public healthcare payers. The estimated EQ-5D least-square means and 95% CI up to 48?months were 0.764 (95% CI, 0.741-0.782) and 0.742 (95% CI, 0.720-0.764) in the S-1 and taxane arms, respectively. The expected QALY was 2.11 for the S-1 arm and 2.04 for the taxane arm, with expected costs of JPY 5.13 million (USD 46,600) and JPY 5.56 million (USD 50,500), respectively. These results show that S-1 is cost-saving. According to probabilistic sensitivity analysis, S-1 was dominant with a probability of 63%. When the willingness to pay (WTP) value was JPY 5 million (USD 45,500) per QALY, the probability of being cost-effective was 92%. Our results show that the introduction of oral S-1 therapy for metastatic breast cancer is highly likely to be cost-effective. UMIN CTR C000000416 . Registered on May 10, 2006.",breast_neoplasms
29146401,"ExteNET showed that 1 year of neratinib, an irreversible pan-HER tyrosine kinase inhibitor, significantly improves 2-year invasive disease-free survival after trastuzumab-based adjuvant therapy in women with HER2-positive breast cancer. We report updated efficacy outcomes from a protocol-defined 5-year follow-up sensitivity analysis and long-term toxicity findings. In this ongoing randomised, double-blind, placebo-controlled, phase 3 trial, eligible women aged 18 years or older (e20 years in Japan) with stage 1-3c (modified to stage 2-3c in February, 2010) operable breast cancer, who had completed neoadjuvant and adjuvant chemotherapy plus trastuzumab with no evidence of disease recurrence or metastatic disease at study entry. Patients who were eligible patients were randomly assigned (1:1) via permuted blocks stratified according to hormone receptor status (hormone receptor-positive vs hormone receptor-negative), nodal status (0 vs 1-3 vs or e4 positive nodes), and trastuzumab adjuvant regimen (given sequentially vs concurrently with chemotherapy), then implemented centrally via an interactive voice and web-response system, to receive 1 year of oral neratinib 240 mg/day or matching placebo. Treatment was given continuously for 1 year, unless disease recurrence or new breast cancer, intolerable adverse events, or consent withdrawal occurred. Patients, investigators, and trial funder were masked to treatment allocation. The predefined endpoint of the 5-year analysis was invasive disease-free survival, analysed by intention to treat. ExteNET is registered with ClinicalTrials.gov, number NCT00878709, and is closed to new participants. Between July 9, 2009, and Oct 24, 2011, 2840 eligible women with early HER2-positive breast cancer were recruited from community-based and academic institutions in 40 countries and randomly assigned to receive neratinib (n=1420) or placebo (n=1420). After a median follow-up of 5??2 years (IQR 2??1-5??3), patients in the neratinib group had significantly fewer invasive disease-free survival events than those in the placebo group (116 vs 163 events; stratified hazard ratio 0??73, 95% CI 0??57-0??92, p=0??0083). The 5-year invasive disease-free survival was 90??2% (95% CI 88??3-91??8) in the neratinib group and ",breast_neoplasms
29145336,"Low-grade adenosquamous carcinoma (LGASC) is a rare subtype of metaplastic breast carcinoma which is generally recognized as a characteristic subgroup of triple-negative breast cancers previously. However, in this study, we reported for the first time a case of LGASC with hormone receptors expression. Pathological analysis of breast tumor specimen obtained by a 42-year-old female patient was performed. Morphologically, it composed of glandular structures with scattered squamous differentiation accompanied by haphazard arrangement of spindle cell stroma. Immunohistochemically, all myoepithelial and squamous differentiation markers showed typical LGASC positive or negative staining pattern. Interestingly, we found that normally aberrant hormone receptors were reactivated in this case. To our knowledge, this is the first report of a hormone receptor-positive LGASC. Apart from this, in the extended resection sample, we found scattered squamous metaplasia and florid adenosquamous proliferation (ASP). Meanwhile, it was positive for CD44 variant isoforms (CD44v), which is a breast cancer stem cell (CSC) marker, and expressed in LGASC, squamous metaplasia, and ASP. LGASC with hormone receptors expression. The breast-extended local excision and axillary lymph node dissection were performed. The patient was free of local recurrence and distant metastasis 6 months after surgical resection. We herein report the first case of LGASC with immunoreactivity for hormone receptors, expanding its profile of immunophenotypes. CD44v may play an important role in the transition of LGASC precursor lesions into malignant processes, which may serve as a therapeutic target in LGASC.",breast_neoplasms
29145305,"Numerous studies have reported that aberrant pyruvate kinase M2 isoform (PKM2) expressed in cancer, indicating that PKM2 plays a critical role in tumor initiation and progression. Nevertheless, its prognostic value in breast cancer tumor is yet contentious. Therefore, we performed this meta-analysis to evaluate the prognostic significance of PKM2 in breast cancer. Eligible relevant literatures were retrieved by searching PubMed, the Cochrane Library, Embase through December 2016. Articles that comparing different PKM2 expression levels in human breast cancer tissues and prognostic significance were included. Software RevMan 5.3 and STATA (Review Manager (RevMan): [Computer program]. Version 5.3. Copenhagen: The Nordic Cochrane Centre, The Cochrane Collaboration, 2014. StataCorp. 2011. Stata Statistical Software: Release 12. College Station, TX: StataCorp LP) were applied to analyze the outcomes. Pooled results were presented in hazardous ratios (HRs) of 5-year overall survival (OS), progression-free survival (PFS), and odds ratios (ORs) of clinicopathological features with 95% confidence intervals. Data from 6 involved studies with 895 patients were summarized. Breast cancer patients with high PKM2 had a worse OS (pooled HR?=?1.65, 95% CI?=?1.31-2.08, P?<?.001) and PFS (pooled HR?=?2.49, 95% CI?=?1.84-3.36, P?<?.00001). High PKM2 expression is related to lymph node metastasis (N1+N2+N3 vs N0, OR?=?1.97, 95%CI?=?1.39-2.80, P?=?.0001). The outcome stability was verified via sensitivity analysis. But elevated PKM2 expression was not correlated to tumor stage (T2+T3 vs T1, pooled OR?=?0.80, 95% CI?=?0.36-1.77, P?=?.58) and differential grade (G2+G3 vs G1, OR?=?2.74, 95%CI?=?0.76-9.84, P?=?.12). No publication bias was found in the included studies for OS (Begg test, P?=?.260; Egger test, P?=?.747). High PKM2 expression denotes worse OS and PFS in breast cancer patients, and correlate with the lymph node metastasis. However, there is no evidence for the impact of PKM2 expression on T stage and tumor differentiation.",breast_neoplasms
29145270,"Treatment of breast cancer during pregnancy (BCP) remains a challenge to physicians. Surgery and chemotherapy during pregnancy are widely used for the treatment of BCP. Herein, we reported 3 Chinese patients with BCP who underwent chemotherapy during pregnancy and were followed up for adverse effects. Three female patients (case 1, case 2, and case 3) of 37-, 32-, and 28-year-old with breast masses were enrolled. Case 1 had been pregnant for over 4 months, case 2 over 7 months, and case 3 for 7 months. Ultrasound findings revealed a mass in the left breast in cases 1 and 2 (30?mm????26?mm????23?mm and 34?mm????16?mm????40?mm), and case 3 had 2 masses in the outer upper quadrant of right breast (27?mm????27?mm????26?mm, 18?mm????17?mm????17?mm) and 2 fixed enlarged lymph nodes in the right axillary fossa, respectively. All breast masses were diagnosed by core needle biopsy, and the result was infiltrating ductal carcinoma. Chemotherapy regimen administered during pregnancy was EwP (epirubicin 80?mg/m, d1?+?paclitaxel 80?mg/m, d1, 8, 15, and cycled every 21 days). During pregnancy, case 1 received 5 cycles, case 2 received 1 cycle, and case 3 received 2 cycles. Case 2 patient experienced grade III bone marrow suppression once. Electrocardiogram (ECG) result of case 3 showed occasional occurrence of ventricular premature beats, with no complaint of discomfort. All 3 patients experienced uterine contractions, which caused preterm la",breast_neoplasms
29145260,"Capecitabine (CAP) is a chemotherapeutic agent used to treat breast and gastrointestinal cancers. The most common adverse reactions of CAP primarily included gastrointestinal and dermatological effects. Whereas, the CAP-induced fatty liver had never been reported. In this study, a-69-year old female presented a history of hypertension with regulated blood pressure, whereas diabetes mellitus, hyperlipidemia, and hepatitis were excluded. No alcohol,tobacco, or other drugs use was declared. She was diagnosed as infiltrating ductal carcinoma of left breast with the hepatic and pulmonary metastasis. The dihydropyrimidine dehydrogenase (DPD) deficiency is not involved. She received treatment with CAP that was administered orally at a dosage of 1500mg twice daily intermittently (2weeks on/1 week off). The treatment was well-tolerated any typical adverse reactions such as diarrhea, nausea, and hand-foot syndrome (HFS) were noted. The parameters of the functional liver, the total cholesterol, and triglyceride were in normal ranges before and after therapy. After 3 cycles of the treatment, computed tomography (CT) scan revealed signs of fatty liver. After a 10-cycle course, CAP was substituted with tamoxifen because of the further aggravation of fatty liver. Several months after withdrawal, the follow-up CT scans demonstrated significant improvement of fatty liver. We presented a case of breast cancer with severe fatty liver as a consequence of the administration of CAP that was not involved in DPD deficiency or CAP-associated hypertriglyceridemia; these potential adverse effects of therapy with CAP should be intensely investigated.",breast_neoplasms
29145211,"To evaluate the effects of S-1, an orally administered 5-FU agent, versus taxane on patient-reported outcomes (PROs) in the SELECT BC trial. Patients with HER2-negative and endocrine treatment-resistant breast cancer with metastasis or recurrence after surgery were randomly assigned to receive first-line taxane or S-1. PROs (secondary endpoint) were assessed using the European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) and Patient Neurotoxicity Questionnaire (PNQ) at baseline and at 3, 6, and 12 months. We conducted a responder analysis for the QLQ-C30 and PNQ and created cumulative distribution function (CDF) plots as a sensitivity analysis. The questionnaire response rates were over 80% from 386 patients, who completed at least one baseline questionnaire. S-1 was significantly superior to taxane with respect to 6 scales (physical functioning [p = 0.03], role functioning [p = 0.04], social functioning [p < 0.01], financial difficulties [p = 0.01], global health status [p = 0.02], and constipation [p < 0.01]) and sensory neuropathy (p = 0.01). The CDF plots partially supported the conclusions and their robustness. First-line S-1 therapy has clinical benefits with respect to many aspects of health-related quality of life for metastatic breast cancer patients.",breast_neoplasms
29145037,"Reducing the duration of the diagnostic cancer care pathway is intensively pursued. The aim of this study was to chart the diagnostic pathway for the five most common cancers in the Netherlands. A retrospective cohort study using cancer patients' anonymised primary care data (free text and coded) linked to the Netherlands Cancer Registry. We determined the median duration of the following: 1. Primary care intervals (IPCs): the first cancer-related general practitioner consultation to referral, 2. Referral intervals (IRs): referral to diagnosis, 3. Treatment intervals (ITs): diagnosis to treatment?and the overarching intervals, 4. Diagnostic intervals (IDs): IPC and IR combined and 5. Health care intervals (IHCs): IPC, IR and IT combined. For 465, 309, 197, 237 and 149 patients diagnosed with breast-, colorectal-, lung-, prostate cancer and melanoma, respectively; median IPC, IR and ID durations were shortest for breast cancer and melanoma (ID duration 7 and 21 days, respectively), intermediate for lung- and colon cancer (ID duration 49 and 54 days) and the longest for prostate cancer (ID duration 137 days). For all cancers, the duration of intervals increased steeply for the 10-25% with longest durations. For colorectal cancer, increasing ID durations showed increasing proportions of time attributable to primary care (IPC). Approximately 10-25% of cancer patients show?substantially long duration of diagnostic intervals. Reducing primary care delay seems particularly relevant for colorectal cancer.",breast_neoplasms
29143928,"A major treatment goal for advanced breast cancer (ABC) is to maintain or ideally improve patient quality of life (QoL). Given the changing disease landscape, this systematic literature review (SLR) aims to assess the impact of endocrine therapies (ET), including ET monotherapy (ET mono) and ET combined with targeted therapy (ET?+?TT), on QoL of women with HR+/HER2- ABC. A SLR was conducted to identify randomized controlled trials (RCTs) meeting the following criteria: (1) included ET mono or ET?+?TT, (2) reported QoL outcomes, (3) focused on women with HR+/HER2- ABC, and (4) published after 2007 (when standardized HER2 testing became available). The databases searched included MEDLINE, EMBASE, Cochrane Library, and key conference proceedings from 2013 to 2016. QoL outcomes for ET mono, ET?+?TT, and comparisons between the two were summarized from the identified trials. A total of 11 studies (representing 6 RCTs) were identified. The study populations included first-line (5 studies) and ET-failure settings (6 studies). Across settings, global health status (GHS) maintained or deteriorated slightly on these treatments during the trial period. Time to deterioration (TTD) in QoL measured by GHS was analyzed in 6 studies and 4 RCTs. In the first-line setting, reported median TTD in GHS was similar between ET mono and ET?+?TT (7.2-13.8?months in ET mono; 11.1?months in ET?+?TT). In the ET-failure setting, ET?+?TT showed significantly longer TTD vs. ET mono in GHS (median 5.6-8.4?months in ET mono and 8.3-11.7?months in ET?+?TT) and some additional domains. ET?+?TT users experienced similar QoL in the first-line and ET-failure setting relative to patients on ET mono. Moreover, ET?+?TT users experienced better QoL outcomes in some domains in the ET-failure setting relative to ET mono users. Novartis.",breast_neoplasms
29141543,"Breast cancer is a leading cause of death among women in both developed and Third World countries. Fucoidan is a natural plant metabolite produced by brown seaweeds with proven anticancer potential. This study determined the cytotoxic, apoptotic and cell cycle effects of fucoidan alone and in combination with first-line anticancer drugs (cisplatin, doxorubicin and taxol) in MCF-7 breast cancer cells and non-malignant MCF-12A breast epithelial cells as control. Cytotoxicity was evaluated using the MTT reduction assay. Cell cycle distribution and apoptosis were assessed by flow cytometry using Annexin VFITC/PI and Hoechst 33342 staining, and caspases-3, -7 and -9 activation. Fucoidan alone was significantly more cytotoxic to MCF-7 breast cancer cells compared to the MCF-12A non-cancerous breast epithelial cell line. In MCF-7 cells, the presence of fucoidan caused cell cycle arrest at G1 with accumulation of cells in the sub-G1 phase with the activation of caspases-3,-7 and -9. Furthermore, combination of fucoidan with the standard chemotherapeutic agents-cisplatin, doxorubicin and taxol-significantly enhanced the cytotoxicity of these drugs and accumulation of cells in the G2/M and sub-G1 phases, and induction of apoptosis. No significant differences were observed between fucoidan-treated and untreated MCF-12A cells with respect to cytotoxicity and cell cycle distribution profiles. By contrast, in non-cancerous MCF-12A cells, fucoidan attenuated the toxicity of doxorubicin and cisplatin in combination by increasing their IC50 values. This effect was not demonstrated with the taxol combination. Fucoidan is an effective antitumor agent, either alone or in combination with cisplatin, doxorubicin and taxol in MCF-7 breast cancer cells. Drug combinations that discriminate between cancerous and non-cancerous cells afford a plausible and viable strategy of attaining therapeutic efficacy and avoiding possible toxicity and side effects. These findings suggest that fucoidan is a promising candidate for cancer combination therapies.",breast_neoplasms
29137596,"Gene expression profiling has led to the definition of breast cancer molecular subtypes: Basal-like, HER2-enriched, LuminalA, LuminalB and Normal-like. Different subtypes exhibit diverse responses to treatment. In the past years, several traditional clustering algorithms have been applied to analyze gene expression profiling. However, accurate identification of breast cancer subtypes, especially within highly variable LuminalA subtype, remains a challenge. Furthermore, the relationship between DNA methylation and expression level in different breast cancer subtypes is not clear. In this study, a modified ISA biclustering algorithm, termed AP-ISA, was proposed to identify breast cancer subtypes. Comparing with ISA, AP-ISA provides the optimized strategy to select seeds and thresholds in the circumstance that prior knowledge is absent. Experimental results on 574 breast cancer samples were evaluated using clinical ER/PR information, PAM50 subtypes and the results of five peer to peer methods. One remarkable point in the experiment is that, AP-ISA divided the expression profiles of the luminal samples into four distinct classes. Enrichment analysis and methylation analysis showed obvious distinction among the four subgroups. Tumor variability within the Luminal subtype is observed in the experiments, which could contribute to the development of novel directed therapies. Aiming at breast cancer subtype classification, a novel biclustering algorithm AP-ISA is proposed in this paper. AP-ISA classifies breast cancer into seven subtypes and we argue that there are four subtypes in luminal samples. Comparison with other methods validates the effectiveness of AP-ISA. New genes that would be useful for targeted treatment of breast cancer were also obtained in this study.",breast_neoplasms
29137038,"Axillary lymph node metastasis is associated with increased risk of regional recurrence, distant metastasis, and poor survival in breast malignant neoplasm. Expression of signal transducer and activator of transcription 3 (STAT3) is significantly associated with tumor formation, migration, and invasion in various cancers. In addition, vascular endothelial growth factor (VEGF) expression could promote angiogenesis and increase the risk of tumorigenesis. To determine correlations among STAT3 expression, VEGF, and clinicopathological data on lymph node involvement in breast cancer patients after surgery. The mRNA expression levels of STAT3 and VEGFs were measured in 45 breast invasive ductal carcinoma tissues, 45 peritumoral tissues, and 45 adjacent nontumor tissues by real-time quantitative reverse transcription-polymerase chain reaction (RT-qPCR). Postoperative pathological examination revealed explicit axillary lymph node involvement in all patients. Average mRNA levels of STAT3 and VEGFs were the highest in breast invasive ductal carcinoma tissues, followed by peritumoral tissues. High expression of STAT3 showed significant positive correlation with high axillary lymph node involvement and progesterone receptor (PR), VEGF-C, VEGF-D, and vascular endothelial growth factor receptor (VEGFR)-3 expression. The expression levels of STAT3, VEGF-C, and VEGFR-3 were significantly higher in the tumor tissues of patients with axillary lymph node metastasis than in those of patients without the metastasis. Expression levels of VEGF-C and VEGFR-3 were also significantly higher in peritumoral tissues of patients with axillary lymph node metastasis. Positive correlations were found between STAT3 and VEGF-C/-D mRNA levels. These data suggest that STAT3/VEGF-C/VEGFR-3 signaling pathway plays an important role in carcinogenesis and lymph-angiogenesis. Our findings suggest that STAT3 may be a potential molecular biomarker for predicting the involvement of axillary lymph nodes in breast cancer, and therapies targeting STAT3 may be important for preventing breast cancer metastasis.",breast_neoplasms
